mus_musculus,homo_sapiens,positive_match_percent
ENSMUSG00000030838,ENSG00000006611,94.63790047178084
ENSMUSG00000002797,ENSG00000006625,92.0213
ENSMUSG00000002297,ENSG00000006634,78.38444368759947
ENSMUSG00000034881,ENSG00000006638,83.33333762225645
ENSMUSG00000001627,ENSG00000006652,97.11112045234555
ENSMUSG00000042148,ENSG00000006695,88.7133
ENSMUSG00000023079,ENSG00000006704,83.691400231933
ENSMUSG00000003437,ENSG00000006712,98.87430793905885
ENSMUSG00000041236,ENSG00000006715,99.35556590791057
ENSMUSG00000033389,ENSG00000006740,96.07842276407956
ENSMUSG00000020549,ENSG00000006744,89.31803654122282
ENSMUSG00000002565,ENSG00000006747,96.5035
ENSMUSG00000060180,ENSG00000006788,97.7296
ENSMUSG00000030168,ENSG00000006831,95.8549
ENSMUSG00000020389,ENSG00000006837,86.68885431544615
ENSMUSG00000026839,ENSG00000007001,91.60304409486429
ENSMUSG00000024116,ENSG00000007038,77.11595032870984
ENSMUSG00000030397,ENSG00000007047,98.9362
ENSMUSG00000029086,ENSG00000007062,78.98379469448838
ENSMUSG00000007721,ENSG00000007080,94.09090040495853
ENSMUSG00000007209,ENSG00000007129,48.197335649499784
ENSMUSG00000020745,ENSG00000007168,100.0
ENSMUSG00000020826,ENSG00000007171,88.55029063173866
ENSMUSG00000056752,ENSG00000007174,93.73469533993283
ENSMUSG00000010277,ENSG00000007202,96.88969513993746
ENSMUSG00000001095,ENSG00000007216,87.94566843229434
ENSMUSG00000033066,ENSG00000007237,98.7395
ENSMUSG00000002043,ENSG00000007255,80.11695643274508
ENSMUSG00000004933,ENSG00000007264,91.69959174939572
ENSMUSG00000040592,ENSG00000007312,70.40616882548868
ENSMUSG00000001027,ENSG00000007314,94.80552474460924
ENSMUSG00000045576,ENSG00000007341,92.063469334874
ENSMUSG00000031397,ENSG00000007350,84.29894053737291
ENSMUSG00000027168,ENSG00000007372,100.0
ENSMUSG00000041199,ENSG00000007376,90.29128832123659
ENSMUSG00000020282,ENSG00000007384,97.95441653993258
ENSMUSG00000024188,ENSG00000007392,98.1132
ENSMUSG00000010066,ENSG00000007402,96.78261437715294
ENSMUSG00000047507,ENSG00000007516,93.4839294698558
ENSMUSG00000015126,ENSG00000007520,82.51967841326703
ENSMUSG00000025728,ENSG00000007541,84.77902089595794
ENSMUSG00000038002,ENSG00000007545,88.17543946964636
ENSMUSG00000002249,ENSG00000007866,95.1111032222221
ENSMUSG00000026582,ENSG00000007908,81.83303074190503
ENSMUSG00000039768,ENSG00000007923,98.5689
ENSMUSG00000026691,ENSG00000007933,91.74482697886482
ENSMUSG00000038175,ENSG00000007944,98.6517
ENSMUSG00000031257,ENSG00000007952,89.79592926088023
ENSMUSG00000018983,ENSG00000007968,87.0454535408015
ENSMUSG00000014769,ENSG00000008018,95.21828827415203
ENSMUSG00000037217,ENSG00000008056,97.09425124904344
ENSMUSG00000038518,ENSG00000008083,94.7580815366773
ENSMUSG00000031292,ENSG00000008086,98.5417
ENSMUSG00000016179,ENSG00000008118,95.06824533780168
ENSMUSG00000029063,ENSG00000008130,94.68927571872703
ENSMUSG00000025927,ENSG00000008196,99.89118171452368
ENSMUSG00000042596,ENSG00000008197,99.77880000000002
ENSMUSG00000038060,ENSG00000008226,80.66360663696354
ENSMUSG00000018001,ENSG00000008256,99.2481
ENSMUSG00000040537,ENSG00000008277,92.86088511541614
ENSMUSG00000020570,ENSG00000008282,87.25098531291444
ENSMUSG00000019590,ENSG00000008283,92.61478105903839
ENSMUSG00000020859,ENSG00000008294,97.1841917586672
ENSMUSG00000023473,ENSG00000008300,95.00073049170665
ENSMUSG00000029695,ENSG00000008311,92.8726
ENSMUSG00000038167,ENSG00000008323,88.52247964682546
ENSMUSG00000032526,ENSG00000008324,61.27166812120333
ENSMUSG00000003199,ENSG00000008382,87.44938637965541
ENSMUSG00000008540,ENSG00000008394,74.99999438611987
ENSMUSG00000020038,ENSG00000008405,96.14097714573604
ENSMUSG00000030413,ENSG00000008438,77.77776351165699
ENSMUSG00000001911,ENSG00000008441,98.5943891477499
ENSMUSG00000013846,ENSG00000008513,92.46673430090557
ENSMUSG00000023903,ENSG00000008516,78.67460319416193
ENSMUSG00000032855,ENSG00000008710,85.80733380936039
ENSMUSG00000022619,ENSG00000008735,90.68920647786314
ENSMUSG00000017210,ENSG00000008838,96.34085323668353
ENSMUSG00000022075,ENSG00000008853,98.83160328214697
ENSMUSG00000039414,ENSG00000008869,97.5609443153229
ENSMUSG00000027706,ENSG00000008952,97.86704591528111
ENSMUSG00000028234,ENSG00000008988,100.0
ENSMUSG00000068823,ENSG00000009307,99.1228
ENSMUSG00000039000,ENSG00000009335,97.04519999999998
ENSMUSG00000019841,ENSG00000009413,92.03454922165227
ENSMUSG00000016150,ENSG00000009694,98.49708092158966
ENSMUSG00000028736,ENSG00000009709,98.8119
ENSMUSG00000028979,ENSG00000009724,88.98615266670564
ENSMUSG00000019762,ENSG00000009765,93.72824801563594
ENSMUSG00000028878,ENSG00000009780,98.37130000000002
ENSMUSG00000037318,ENSG00000009790,79.88722353316227
ENSMUSG00000034126,ENSG00000009830,90.19110276278552
ENSMUSG00000019868,ENSG00000009844,95.77924050271326
ENSMUSG00000005373,ENSG00000009950,85.54776654114838
ENSMUSG00000002748,ENSG00000009954,95.88117522875932
ENSMUSG00000038546,ENSG00000010017,95.6219774773065
ENSMUSG00000031986,ENSG00000010072,80.32456207698634
ENSMUSG00000026694,ENSG00000010165,94.20185177634421
ENSMUSG00000030345,ENSG00000010219,80.88469807306431
ENSMUSG00000017421,ENSG00000010244,99.29219847994256
ENSMUSG00000025651,ENSG00000010256,92.9167
ENSMUSG00000003062,ENSG00000010270,86.57313051914916
ENSMUSG00000030342,ENSG00000010278,95.5946946263228
ENSMUSG00000032523,ENSG00000010282,96.12710512310773
ENSMUSG00000038252,ENSG00000010292,91.58609884454187
ENSMUSG00000038271,ENSG00000010295,96.02824108313384
ENSMUSG00000030406,ENSG00000010310,82.93736736746729
ENSMUSG00000021902,ENSG00000010318,81.97672367663337
ENSMUSG00000021904,ENSG00000010319,89.88475261139524
ENSMUSG00000021910,ENSG00000010322,90.3454770161297
ENSMUSG00000042286,ENSG00000010327,89.16554662400446
ENSMUSG00000011658,ENSG00000010361,91.95680713543139
ENSMUSG00000030108,ENSG00000010379,95.3488
ENSMUSG00000035847,ENSG00000010404,90.19960290776375
ENSMUSG00000054106,ENSG00000010438,88.03243765823647
ENSMUSG00000071281,ENSG00000010539,23.694288376784375
ENSMUSG00000023274,ENSG00000010610,69.50816701125405
ENSMUSG00000030125,ENSG00000010626,89.60467109492178
ENSMUSG00000031264,ENSG00000010671,99.8483
ENSMUSG00000006611,ENSG00000010704,78.64215717825306
ENSMUSG00000000085,ENSG00000010803,89.5348714524723
ENSMUSG00000019843,ENSG00000010810,99.6276
ENSMUSG00000015501,ENSG00000010818,92.24770673624668
ENSMUSG00000040181,ENSG00000010932,90.9774
ENSMUSG00000028668,ENSG00000011007,89.44986252192568
ENSMUSG00000028670,ENSG00000011009,99.1342
ENSMUSG00000029016,ENSG00000011021,98.27783190092224
ENSMUSG00000020695,ENSG00000011028,93.77960000000002
ENSMUSG00000052026,ENSG00000011083,98.35038932348556
ENSMUSG00000030352,ENSG00000011105,68.12747600117453
ENSMUSG00000041702,ENSG00000011114,94.96022569526423
ENSMUSG00000004931,ENSG00000011132,83.94417732091888
ENSMUSG00000034121,ENSG00000011143,94.99999722032457
ENSMUSG00000032540,ENSG00000011198,96.28571401224471
ENSMUSG00000002625,ENSG00000011243,94.17252873411385
ENSMUSG00000059474,ENSG00000011258,98.80858895173169
ENSMUSG00000054079,ENSG00000011260,87.18411371189508
ENSMUSG00000045078,ENSG00000011275,92.08951773049644
ENSMUSG00000042298,ENSG00000011295,88.59062101706542
ENSMUSG00000006498,ENSG00000011304,98.92088006443514
ENSMUSG00000030584,ENSG00000011332,97.57963654962971
ENSMUSG00000024743,ENSG00000011347,98.7618476558268
ENSMUSG00000035202,ENSG00000011376,93.07482144875873
ENSMUSG00000030660,ENSG00000011405,94.6026
ENSMUSG00000046223,ENSG00000011422,73.11177151039114
ENSMUSG00000036777,ENSG00000011426,87.03784460017462
ENSMUSG00000024050,ENSG00000011451,83.10017125454888
ENSMUSG00000035437,ENSG00000011454,98.73420744428887
ENSMUSG00000019929,ENSG00000011465,88.92002688126094
ENSMUSG00000030407,ENSG00000011478,89.41174716117206
ENSMUSG00000003099,ENSG00000011485,98.7976
ENSMUSG00000044066,ENSG00000011523,71.27515315319107
ENSMUSG00000024242,ENSG00000011566,97.54187819605914
ENSMUSG00000006310,ENSG00000011590,76.05041254786208
ENSMUSG00000030579,ENSG00000011600,70.86614259408208
ENSMUSG00000030917,ENSG00000011638,82.6087
ENSMUSG00000031343,ENSG00000011677,93.46342111999162
ENSMUSG00000017146,ENSG00000012048,69.98641972417103
ENSMUSG00000003549,ENSG00000012061,90.75629358321795
ENSMUSG00000030577,ENSG00000012124,73.46938155099863
ENSMUSG00000057969,ENSG00000012171,92.38990000000001
ENSMUSG00000046873,ENSG00000012174,98.45262637107037
ENSMUSG00000031145,ENSG00000012211,90.55687130369202
ENSMUSG00000032496,ENSG00000012223,82.70992930844163
ENSMUSG00000021978,ENSG00000012232,98.1502
ENSMUSG00000047638,ENSG00000012504,92.11617388474711
ENSMUSG00000032349,ENSG00000012660,97.3244
ENSMUSG00000025701,ENSG00000012779,97.181
ENSMUSG00000056673,ENSG00000012817,87.85230315259403
ENSMUSG00000023055,ENSG00000012822,92.9088
ENSMUSG00000041712,ENSG00000012963,92.0
ENSMUSG00000034761,ENSG00000012983,98.40521563778356
ENSMUSG00000024065,ENSG00000013016,98.8785
ENSMUSG00000030603,ENSG00000013275,99.76080000000002
ENSMUSG00000029119,ENSG00000013288,83.07846197585222
ENSMUSG00000069072,ENSG00000013293,98.3139
ENSMUSG00000037625,ENSG00000013297,98.5507
ENSMUSG00000018677,ENSG00000013306,92.2006
ENSMUSG00000030681,ENSG00000013364,93.70389955809787
ENSMUSG00000028954,ENSG00000013374,91.3008777036219
ENSMUSG00000056131,ENSG00000013375,94.2804
ENSMUSG00000032417,ENSG00000013392,96.2329
ENSMUSG00000026034,ENSG00000013441,93.69179978205159
ENSMUSG00000034453,ENSG00000013503,99.8235
ENSMUSG00000021257,ENSG00000013523,95.13837111148601
ENSMUSG00000060450,ENSG00000013561,94.68194065245675
ENSMUSG00000019088,ENSG00000013563,75.64933079988187
ENSMUSG00000035842,ENSG00000013573,87.5276
ENSMUSG00000042770,ENSG00000013583,93.4036997347554
ENSMUSG00000046733,ENSG00000013588,82.74898724784484
ENSMUSG00000059401,ENSG00000013619,79.13762845066722
ENSMUSG00000024670,ENSG00000013725,77.4193578124445
ENSMUSG00000037313,ENSG00000013810,53.96608879157331
ENSMUSG00000040359,ENSG00000014123,96.03026188442607
ENSMUSG00000024833,ENSG00000014138,89.81639965663382
ENSMUSG00000075600,ENSG00000014164,78.29291306694084
ENSMUSG00000024942,ENSG00000014216,94.88435339328699
ENSMUSG00000032561,ENSG00000014257,84.43337844166349
ENSMUSG00000020321,ENSG00000014641,96.37153989269255
ENSMUSG00000029221,ENSG00000014824,94.27312674895941
ENSMUSG00000045934,ENSG00000014914,89.42510098821687
ENSMUSG00000040018,ENSG00000014919,93.56010680393132
ENSMUSG00000021182,ENSG00000015133,88.87241756288734
ENSMUSG00000022634,ENSG00000015153,94.70751493391548
ENSMUSG00000021156,ENSG00000015171,91.47541470732416
ENSMUSG00000031165,ENSG00000015285,89.82387670312487
ENSMUSG00000019278,ENSG00000015413,83.06942683426118
ENSMUSG00000004446,ENSG00000015475,75.3846
ENSMUSG00000037236,ENSG00000015479,99.11401541254746
ENSMUSG00000020447,ENSG00000015520,86.15383785286437
ENSMUSG00000020868,ENSG00000015532,96.0694
ENSMUSG00000022044,ENSG00000015592,98.6111
ENSMUSG00000053838,ENSG00000015676,93.09393968933769
ENSMUSG00000042258,ENSG00000016082,100.0
ENSMUSG00000015970,ENSG00000016391,90.58819411679967
ENSMUSG00000020007,ENSG00000016402,73.33937451417904
ENSMUSG00000028255,ENSG00000016490,86.5900740529229
ENSMUSG00000074195,ENSG00000016602,81.99563188684883
ENSMUSG00000021916,ENSG00000016864,94.6092
ENSMUSG00000032570,ENSG00000017260,96.52591167193737
ENSMUSG00000020053,ENSG00000017427,74.2138704521143
ENSMUSG00000031170,ENSG00000017483,92.74447485927146
ENSMUSG00000024096,ENSG00000017797,96.39296804516796
ENSMUSG00000029291,ENSG00000018189,85.64780258954727
ENSMUSG00000055022,ENSG00000018236,98.23360539947085
ENSMUSG00000026177,ENSG00000018280,91.25684712989613
ENSMUSG00000027803,ENSG00000018408,88.73238390530871
ENSMUSG00000042410,ENSG00000018510,93.0022497012455
ENSMUSG00000006423,ENSG00000018610,91.31402579152447
ENSMUSG00000007097,ENSG00000018625,99.6078
ENSMUSG00000024078,ENSG00000018699,91.8343355871981
ENSMUSG00000109398,ENSG00000018869,81.22529569943283
ENSMUSG00000001943,ENSG00000019102,86.71759785280531
ENSMUSG00000048537,ENSG00000019144,94.05520617873843
ENSMUSG00000026390,ENSG00000019169,78.03466032053586
ENSMUSG00000038567,ENSG00000019186,90.85600000000001
ENSMUSG00000075028,ENSG00000019485,96.72201189878874
ENSMUSG00000027220,ENSG00000019505,94.3662
ENSMUSG00000022676,ENSG00000019549,97.95156034594531
ENSMUSG00000024610,ENSG00000019582,87.30436917353079
ENSMUSG00000028864,ENSG00000019991,96.0165
ENSMUSG00000030967,ENSG00000019995,97.78084980521437
ENSMUSG00000028833,ENSG00000020129,99.4513
ENSMUSG00000031486,ENSG00000020181,92.14659840721285
ENSMUSG00000027551,ENSG00000020256,92.70449164868415
ENSMUSG00000021103,ENSG00000020426,97.411
ENSMUSG00000021838,ENSG00000020577,96.57103283587035
ENSMUSG00000070691,ENSG00000020633,93.07876657372518
ENSMUSG00000031928,ENSG00000020922,93.9179620797471
ENSMUSG00000030701,ENSG00000021300,96.7078
ENSMUSG00000044734,ENSG00000021355,91.29289999999999
ENSMUSG00000030492,ENSG00000021488,95.0719
ENSMUSG00000024068,ENSG00000021574,94.14635103073292
ENSMUSG00000066392,ENSG00000021645,99.1088
ENSMUSG00000037606,ENSG00000021762,89.13900820646735
ENSMUSG00000040383,ENSG00000021776,96.15642505527441
ENSMUSG00000025991,ENSG00000021826,98.5333
ENSMUSG00000029656,ENSG00000021852,84.06780862408489
ENSMUSG00000023092,ENSG00000022267,77.54443211182583
ENSMUSG00000027502,ENSG00000022277,93.63780082178133
ENSMUSG00000010803,ENSG00000022355,99.2316303799943
ENSMUSG00000035177,ENSG00000022556,58.72866695679785
ENSMUSG00000079020,ENSG00000022567,87.94502928174502
ENSMUSG00000041740,ENSG00000022840,95.42078449248129
ENSMUSG00000021271,ENSG00000022976,60.82250901868779
ENSMUSG00000024982,ENSG00000023041,91.84654823134288
ENSMUSG00000040111,ENSG00000023171,98.5755180161815
ENSMUSG00000038650,ENSG00000023191,79.32847138687235
ENSMUSG00000025968,ENSG00000023228,97.66160000000002
ENSMUSG00000025907,ENSG00000023287,94.15461519017322
ENSMUSG00000028343,ENSG00000023318,97.5369
ENSMUSG00000032786,ENSG00000023330,96.56786482409824
ENSMUSG00000032000,ENSG00000023445,85.73796415600047
ENSMUSG00000022016,ENSG00000023516,83.162017040534
ENSMUSG00000021113,ENSG00000023608,84.8084833740212
ENSMUSG00000030225,ENSG00000023697,97.4843
ENSMUSG00000030224,ENSG00000023734,98.8571
ENSMUSG00000025194,ENSG00000023839,89.50776241668324
ENSMUSG00000002257,ENSG00000023892,95.47978990289575
ENSMUSG00000015745,ENSG00000023902,92.28886164114901
ENSMUSG00000028124,ENSG00000023909,98.1752
ENSMUSG00000023977,ENSG00000024048,94.81479999999999
ENSMUSG00000074364,ENSG00000024422,98.7109
ENSMUSG00000028175,ENSG00000024526,89.79589151099565
ENSMUSG00000059554,ENSG00000024862,87.23404327748786
ENSMUSG00000028278,ENSG00000025039,90.39811152367209
ENSMUSG00000019878,ENSG00000025156,95.34659797782815
ENSMUSG00000038116,ENSG00000025293,93.37285866174305
ENSMUSG00000025396,ENSG00000025423,79.8107
ENSMUSG00000002108,ENSG00000025434,94.3945754441573
ENSMUSG00000022615,ENSG00000025708,86.67365015804312
ENSMUSG00000008690,ENSG00000025770,85.73782555320928
ENSMUSG00000018322,ENSG00000025772,95.79290000000002
ENSMUSG00000019802,ENSG00000025796,98.5526
ENSMUSG00000003731,ENSG00000025800,99.44029999999998
ENSMUSG00000026728,ENSG00000026025,98.71239999999999
ENSMUSG00000024778,ENSG00000026103,62.839921821633084
ENSMUSG00000094724,ENSG00000026297,80.00003506079479
ENSMUSG00000005087,ENSG00000026508,76.34692901103547
ENSMUSG00000074575,ENSG00000026559,95.03405986921543
ENSMUSG00000023827,ENSG00000026652,93.1217
ENSMUSG00000038179,ENSG00000026751,63.8806
ENSMUSG00000108763,ENSG00000026950,22.660071660619803
ENSMUSG00000021993,ENSG00000027001,90.58987125451416
ENSMUSG00000021108,ENSG00000027075,99.1215
ENSMUSG00000005640,ENSG00000027644,92.8763760365647
ENSMUSG00000020009,ENSG00000027697,63.76810866671005
ENSMUSG00000021504,ENSG00000027847,95.107
ENSMUSG00000028071,ENSG00000027869,68.93844603096348
ENSMUSG00000064090,ENSG00000028116,80.31653572228068
ENSMUSG00000028599,ENSG00000028137,71.87165429630852
ENSMUSG00000036099,ENSG00000028203,90.08317798113096
ENSMUSG00000008496,ENSG00000028277,94.78046168682775
ENSMUSG00000057649,ENSG00000028310,95.4774
ENSMUSG00000032382,ENSG00000028528,96.83606097206467
ENSMUSG00000071359,ENSG00000028839,100.0
ENSMUSG00000040187,ENSG00000029153,76.21398789572426
ENSMUSG00000037608,ENSG00000029363,98.0968209855872
ENSMUSG00000048833,ENSG00000029364,96.58539463388195
ENSMUSG00000031543,ENSG00000029534,92.84393073049527
ENSMUSG00000029306,ENSG00000029559,79.25119793516707
ENSMUSG00000036983,ENSG00000029639,91.75110778648369
ENSMUSG00000020817,ENSG00000029725,98.1460181653585
ENSMUSG00000015217,ENSG00000029993,99.5
ENSMUSG00000051329,ENSG00000030066,96.5763
ENSMUSG00000057789,ENSG00000030110,86.66663479818527
ENSMUSG00000057280,ENSG00000030304,94.77866147131347
ENSMUSG00000025997,ENSG00000030419,98.48768241537158
ENSMUSG00000034708,ENSG00000030582,83.84939346257757
ENSMUSG00000036501,ENSG00000031003,89.03803846735653
ENSMUSG00000022799,ENSG00000031081,83.72252766983333
ENSMUSG00000023919,ENSG00000031691,82.24301275848612
ENSMUSG00000068739,ENSG00000031698,95.42853755355715
ENSMUSG00000002372,ENSG00000031823,86.40001995519962
ENSMUSG00000048118,ENSG00000032219,91.42176938767474
ENSMUSG00000036613,ENSG00000032389,97.54203672256726
ENSMUSG00000004565,ENSG00000032444,94.53875122477494
ENSMUSG00000040040,ENSG00000032742,94.72411515669447
ENSMUSG00000039427,ENSG00000033011,85.62368888163755
ENSMUSG00000029427,ENSG00000033030,88.13562413219147
ENSMUSG00000028953,ENSG00000033050,99.12071635595623
ENSMUSG00000038181,ENSG00000033100,97.14284472929224
ENSMUSG00000028176,ENSG00000033122,96.63136686250934
ENSMUSG00000021065,ENSG00000033170,98.43480000000001
ENSMUSG00000035898,ENSG00000033178,94.53677867486525
ENSMUSG00000004508,ENSG00000033327,94.18776963670336
ENSMUSG00000019302,ENSG00000033627,97.73271077125041
ENSMUSG00000032405,ENSG00000033800,98.7711
ENSMUSG00000021733,ENSG00000033867,96.29921878803236
ENSMUSG00000030519,ENSG00000034053,93.92930821303459
ENSMUSG00000018932,ENSG00000034152,98.5591
ENSMUSG00000068617,ENSG00000034239,95.03546872669305
ENSMUSG00000091955,ENSG00000034510,100.0
ENSMUSG00000032567,ENSG00000034533,87.04661285403213
ENSMUSG00000022280,ENSG00000034677,96.06676352999835
ENSMUSG00000019809,ENSG00000034693,96.37587639439467
